work_year,experience_level,employment_type,job_title,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salary
2023,MI,FT,Data Scientist,USD,82920,US,100,US,M,82920
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,129300,US,0,US,M,129300
2023,MI,FT,Machine Learning Scientist,USD,200000,US,0,US,S,200000
2023,MI,FT,Machine Learning Scientist,USD,125000,US,0,US,S,125000
2023,SE,FT,Data Scientist,USD,201000,US,0,US,M,201000
2023,SE,FT,Data Scientist,USD,122000,US,0,US,M,122000
2023,SE,FT,Machine Learning Engineer,USD,204500,US,0,US,M,204500
2023,SE,FT,Machine Learning Engineer,USD,142200,US,0,US,M,142200
2023,SE,FT,Data Manager,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Manager,USD,140000,US,0,US,M,140000
2023,MI,FT,Machine Learning Infrastructure Engineer,USD,205920,US,0,US,M,205920
2023,MI,FT,Machine Learning Infrastructure Engineer,USD,171600,US,0,US,M,171600
2023,SE,FT,Data Engineer,USD,121500,US,100,US,M,121500
2023,SE,FT,Data Engineer,USD,78000,US,100,US,M,78000
2023,MI,FT,Data Engineer,USD,154000,US,0,US,M,154000
2023,MI,FT,Data Engineer,USD,116000,US,0,US,M,116000
2023,SE,FT,Data Scientist,USD,190000,US,0,US,M,190000
2023,SE,FT,Data Scientist,USD,136000,US,0,US,M,136000
2023,MI,FT,Data Analyst,GBP,78990,GB,100,GB,M,65000
2023,MI,FT,Data Analyst,GBP,43809,GB,100,GB,M,36050
2023,SE,FT,Data Analyst,USD,180000,US,0,US,M,180000
2023,SE,FT,Data Analyst,USD,110000,US,0,US,M,110000
2023,SE,FT,Data Scientist,USD,275300,US,100,US,M,275300
2023,SE,FT,Data Scientist,USD,183000,US,100,US,M,183000
2023,SE,FT,Data Engineer,USD,170000,US,0,US,M,170000
2023,SE,FT,Data Engineer,USD,140000,US,0,US,M,140000
2023,SE,FT,Data Engineer,USD,154000,US,0,US,M,154000
2023,SE,FT,Data Engineer,USD,116000,US,0,US,M,116000
2023,SE,FT,Data Engineer,USD,160000,US,100,US,M,160000
2023,SE,FT,Data Engineer,USD,130000,US,100,US,M,130000
2023,MI,FT,Data Engineer,USD,200000,US,0,US,M,200000
2023,MI,FT,Data Engineer,USD,120000,US,0,US,M,120000
2023,SE,FT,Data Scientist,USD,175000,US,100,US,M,175000
2023,SE,FT,Data Scientist,USD,160000,US,100,US,M,160000
2023,MI,FT,Data Engineer,GBP,127599,GB,0,GB,M,105000
2023,MI,FT,Data Engineer,GBP,103294,GB,0,GB,M,85000
2023,SE,FT,Data Engineer,USD,153600,US,0,US,M,153600
2023,SE,FT,Data Engineer,USD,106800,US,0,US,M,106800
2023,EN,FT,Data Analyst,USD,85000,US,100,US,M,85000
2023,EN,FT,Data Analyst,USD,75000,US,100,US,M,75000
2023,SE,FT,Data Scientist,USD,225000,US,0,US,M,225000
2023,SE,FT,Data Scientist,USD,156400,US,0,US,M,156400
2023,SE,FT,Analytics Engineer,USD,150000,US,0,US,M,150000
2023,SE,FT,Analytics Engineer,USD,120000,US,0,US,M,120000
2023,SE,FT,Machine Learning Engineer,USD,163800,US,0,US,M,163800
2023,SE,FT,Machine Learning Engineer,USD,126000,US,0,US,M,126000
2023,SE,FT,Data Analyst,USD,145000,US,100,US,M,145000
2023,SE,FT,Data Analyst,USD,90000,US,100,US,M,90000
2023,SE,FT,Machine Learning Engineer,USD,204500,US,0,US,M,204500
2023,SE,FT,Machine Learning Engineer,USD,142200,US,0,US,M,142200
2023,SE,FT,Data Analyst,USD,95000,US,0,US,M,95000
2023,SE,FT,Data Analyst,USD,85500,US,0,US,M,85500
2023,SE,FT,Data Engineer,USD,167500,US,0,US,M,167500
2023,SE,FT,Data Engineer,USD,106500,US,0,US,M,106500
2023,SE,FT,Data Engineer,USD,163800,US,0,US,M,163800
2023,SE,FT,Data Engineer,USD,126000,US,0,US,M,126000
2023,MI,FT,Data Analytics Manager,USD,155000,US,0,US,M,155000
2023,MI,FT,Data Analytics Manager,USD,140000,US,0,US,M,140000
2023,SE,FT,Research Scientist,USD,250000,US,0,US,M,250000
2023,SE,FT,Research Scientist,USD,200000,US,0,US,M,200000
2023,SE,FT,Data Scientist,USD,260000,US,0,US,M,260000
2023,SE,FT,Data Scientist,USD,186000,US,0,US,M,186000
2023,SE,FT,Data Engineer,USD,160000,US,100,US,M,160000
2023,SE,FT,Data Engineer,USD,130000,US,100,US,M,130000
2023,SE,FT,Research Scientist,USD,200000,US,0,US,M,200000
2023,SE,FT,Research Scientist,USD,150000,US,0,US,M,150000
2023,SE,FT,Data Scientist,EUR,48289,ES,0,ES,M,45000
2023,SE,FT,Data Scientist,EUR,38631,ES,0,ES,M,36000
2023,SE,FT,Data Scientist,USD,150000,US,0,US,M,150000
2023,SE,FT,Data Scientist,USD,120000,US,0,US,M,120000
2023,EN,FT,Data Analyst,USD,30000,IN,50,IN,M,30000
2023,MI,FT,Research Scientist,USD,185000,US,0,US,M,185000
2023,MI,FT,Research Scientist,USD,125000,US,0,US,M,125000
2022,EN,PT,Data Analyst,USD,34320,US,100,US,S,34320
2022,MI,FT,Business Data Analyst,BRL,9289,BR,100,BR,M,48000
2023,SE,FT,Head of Data,EUR,75116,PT,100,PT,L,70000
2022,EX,FT,Data Science Manager,USD,106000,UZ,0,RU,L,106000
2023,SE,FT,Data Analyst,USD,175000,US,100,US,M,175000
2023,SE,FT,Data Analyst,USD,130000,US,100,US,M,130000
2023,SE,FT,Data Analyst,USD,122000,US,100,US,M,122000
2023,SE,FT,Data Analyst,USD,93800,US,100,US,M,93800
2023,SE,FT,Data Science Manager,USD,150000,MX,100,MX,M,150000
2023,SE,FT,Data Science Manager,USD,90000,MX,100,MX,M,90000
2023,SE,FT,Data Analyst,USD,165000,US,100,US,M,165000
2023,SE,FT,Data Analyst,USD,112000,US,100,US,M,112000
2023,EN,FT,Computer Vision Engineer,USD,220000,US,0,US,M,220000
2023,SE,FT,BI Data Analyst,EUR,71897,DE,100,DE,M,67000
2023,EN,FT,AI Developer,EUR,64385,DE,0,DE,M,60000
2023,SE,FT,Machine Learning Engineer,USD,204500,US,0,US,M,204500
2023,SE,FT,Machine Learning Engineer,USD,142200,US,0,US,M,142200
2023,SE,FT,Data Analyst,INR,15806,IN,100,IN,S,1300000
2023,MI,FT,Machine Learning Engineer,USD,200000,US,0,US,M,200000
2023,MI,FT,Machine Learning Engineer,USD,175000,US,0,US,M,175000
2023,SE,FT,Data Engineer,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Engineer,USD,129300,US,0,US,M,129300
2023,SE,FT,Data Analyst,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Analyst,USD,121700,US,0,US,M,121700
2023,SE,FT,Machine Learning Engineer,USD,204500,US,0,US,M,204500
2023,SE,FT,Machine Learning Engineer,USD,142200,US,0,US,M,142200
2023,MI,FT,Data Scientist,USD,40000,FR,50,FR,L,40000
2023,SE,FT,Data Science Consultant,THB,29453,TH,50,TH,M,1000000
2023,SE,FT,Data Analyst,USD,180180,US,0,US,M,180180
2023,SE,FT,Data Analyst,USD,106020,US,0,US,M,106020
2023,SE,FT,Data Scientist,USD,136000,US,100,US,M,136000
2023,SE,FT,Data Scientist,USD,104000,US,100,US,M,104000
2023,SE,FT,Data Analyst,USD,125000,US,0,US,M,125000
2023,SE,FT,Data Analyst,USD,110000,US,0,US,M,110000
2023,SE,FT,Machine Learning Engineer,USD,153400,US,0,US,M,153400
2023,SE,FT,Machine Learning Engineer,USD,122700,US,0,US,M,122700
2023,EX,FT,Data Engineer,USD,310000,US,100,US,M,310000
2023,EX,FT,Data Engineer,USD,239000,US,100,US,M,239000
2023,SE,FT,Data Analyst,USD,152380,US,0,US,M,152380
2023,SE,FT,Data Analyst,USD,121904,US,0,US,M,121904
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,129300,US,0,US,M,129300
2023,SE,FT,Machine Learning Engineer,USD,247500,US,0,US,M,247500
2023,SE,FT,Machine Learning Engineer,USD,172200,US,0,US,M,172200
2023,SE,FT,Data Architect,USD,168400,US,0,US,M,168400
2023,SE,FT,Data Architect,USD,105200,US,0,US,M,105200
2023,SE,FT,Machine Learning Engineer,USD,128280,US,0,US,M,128280
2023,SE,FT,Machine Learning Engineer,USD,106900,US,0,US,M,106900
2022,SE,FT,Lead Data Scientist,USD,192000,US,100,US,L,192000
2023,MI,FT,Data Engineer,USD,140000,US,0,US,M,140000
2023,MI,FT,Data Engineer,USD,100000,US,0,US,M,100000
2023,SE,FT,Research Engineer,EUR,107309,DE,100,DE,S,100000
2023,SE,FT,Research Engineer,EUR,85847,DE,100,DE,S,80000
2023,SE,FT,Machine Learning Engineer,USD,275000,DE,0,DE,M,275000
2023,SE,FT,Machine Learning Engineer,USD,174000,DE,0,DE,M,174000
2023,SE,FT,Data Engineer,USD,139500,US,0,US,M,139500
2023,SE,FT,Data Engineer,USD,109400,US,0,US,M,109400
2023,SE,FT,Machine Learning Engineer,USD,139500,US,0,US,M,139500
2023,SE,FT,Machine Learning Engineer,USD,109400,US,0,US,M,109400
2023,SE,FT,Data Analyst,USD,170500,US,100,US,M,170500
2023,SE,FT,Data Analyst,USD,85000,US,100,US,M,85000
2023,SE,FT,Data Manager,GBP,72946,GB,0,GB,M,60027
2023,SE,FT,Data Manager,GBP,54365,GB,0,GB,M,44737
2023,EX,FT,Head of Data Science,GBP,160288,GB,0,GB,M,131899
2023,EX,FT,Head of Data Science,GBP,127467,GB,0,GB,M,104891
2023,SE,FT,Data Engineer,USD,80000,US,0,US,M,80000
2023,SE,FT,Data Engineer,USD,65000,US,0,US,M,65000
2023,SE,FT,Data Engineer,USD,124740,US,0,US,M,124740
2023,SE,FT,Data Engineer,USD,65488,US,0,US,M,65488
2023,SE,FT,Data Quality Analyst,USD,72200,US,0,US,M,72200
2023,SE,FT,Data Quality Analyst,USD,64980,US,0,US,M,64980
2023,SE,FT,Data Engineer,USD,153600,US,0,US,M,153600
2023,SE,FT,Data Engineer,USD,106800,US,0,US,M,106800
2023,SE,FT,Data Analyst,USD,179975,US,100,US,M,179975
2023,SE,FT,Data Analyst,USD,86466,US,100,US,M,86466
2023,SE,FT,Data Engineer,USD,120000,US,0,US,M,120000
2023,SE,FT,Data Engineer,USD,90000,US,0,US,M,90000
2023,MI,FT,Insight Analyst,GBP,51039,GB,0,GB,M,42000
2023,MI,FT,Insight Analyst,GBP,42533,GB,0,GB,M,35000
2023,SE,FT,Data Scientist,USD,149076,US,0,US,M,149076
2023,SE,FT,Data Scientist,USD,82365,US,0,US,M,82365
2023,SE,FT,Data Analyst,USD,169000,US,0,US,M,169000
2023,SE,FT,Data Analyst,USD,110600,US,0,US,M,110600
2023,SE,FT,Data Science Manager,USD,175000,US,0,US,M,175000
2023,SE,FT,Data Science Manager,USD,120000,US,0,US,M,120000
2023,SE,FT,Data Analyst,USD,230000,US,0,US,M,230000
2023,SE,FT,Data Analyst,USD,180000,US,0,US,M,180000
2023,SE,FT,Data Analyst,USD,153600,US,0,US,M,153600
2023,SE,FT,Data Analyst,USD,106800,US,0,US,M,106800
2023,SE,FT,Data Manager,USD,140000,US,0,US,M,140000
2023,SE,FT,Data Manager,USD,120000,US,0,US,M,120000
2023,SE,FT,Machine Learning Infrastructure Engineer,USD,205920,US,0,US,M,205920
2023,SE,FT,Machine Learning Infrastructure Engineer,USD,171600,US,0,US,M,171600
2023,SE,FT,Data Analyst,USD,165000,US,100,US,M,165000
2023,SE,FT,Data Analyst,USD,125000,US,100,US,M,125000
2023,SE,FT,Data Engineer,USD,265000,US,0,US,M,265000
2023,SE,FT,Data Engineer,USD,185000,US,0,US,M,185000
2023,MI,FT,Applied Machine Learning Engineer,USD,130000,US,0,US,M,130000
2022,EN,FT,Data Scientist,USD,168000,US,100,US,M,168000
2023,MI,FT,AI Scientist,EUR,38631,ES,50,ES,L,36000
2023,SE,FT,Data Analyst,USD,95000,US,0,US,M,95000
2023,SE,FT,Data Analyst,USD,85500,US,0,US,M,85500
2023,SE,FT,Data Scientist,USD,147100,US,0,US,M,147100
2023,SE,FT,Data Scientist,USD,90700,US,0,US,M,90700
2023,SE,FT,Data Engineer,USD,167580,US,0,US,M,167580
2023,SE,FT,Data Engineer,USD,87980,US,0,US,M,87980
2023,SE,FT,Data Engineer,USD,202000,US,100,US,M,202000
2023,SE,FT,Data Engineer,USD,135000,US,100,US,M,135000
2023,SE,FT,Data Engineer,USD,163800,US,0,US,M,163800
2023,SE,FT,Data Engineer,USD,126000,US,0,US,M,126000
2023,SE,FT,Machine Learning Engineer,USD,163800,US,0,US,M,163800
2023,SE,FT,Machine Learning Engineer,USD,126000,US,0,US,M,126000
2023,SE,FT,Data Engineer,USD,104000,US,100,US,M,104000
2023,SE,FT,Data Engineer,USD,65000,US,100,US,M,65000
2023,SE,FT,Research Engineer,USD,230000,US,0,US,M,230000
2023,SE,FT,Research Engineer,USD,148000,US,0,US,M,148000
2023,SE,FT,Machine Learning Engineer,USD,269000,CA,100,CA,M,269000
2023,SE,FT,Machine Learning Engineer,USD,158000,CA,100,CA,M,158000
2023,SE,FT,Analytics Engineer,USD,197000,US,0,US,M,197000
2023,SE,FT,Analytics Engineer,USD,106000,US,0,US,M,106000
2023,MI,FT,Deep Learning Engineer,USD,150000,US,100,US,M,150000
2023,MI,FT,Deep Learning Engineer,USD,100000,US,100,US,M,100000
2023,SE,FT,Data Engineer,USD,290000,US,100,US,M,290000
2023,SE,FT,Data Engineer,USD,210000,US,100,US,M,210000
2023,SE,FT,Data Engineer,USD,192000,US,0,US,M,192000
2023,SE,FT,Data Engineer,USD,172800,US,0,US,M,172800
2023,SE,FT,Data Scientist,USD,300240,US,0,US,M,300240
2023,SE,FT,Data Scientist,USD,200160,US,0,US,M,200160
2023,SE,FT,Data Scientist,USD,300240,US,0,US,M,300240
2023,SE,FT,Data Scientist,USD,200160,US,0,US,M,200160
2023,SE,FT,Analytics Engineer,USD,175000,US,0,US,M,175000
2023,SE,FT,Analytics Engineer,USD,140000,US,0,US,M,140000
2023,SE,FT,Data Manager,USD,169000,US,0,US,M,169000
2023,SE,FT,Data Manager,USD,100000,US,0,US,M,100000
2023,SE,FT,Data Scientist,USD,370000,US,0,US,M,370000
2023,SE,FT,Data Scientist,USD,245000,US,0,US,M,245000
2023,MI,FT,Data Engineer,GBP,115447,GB,100,GB,L,95000
2023,SE,FT,Data Analyst,USD,110000,US,100,US,S,110000
2023,SE,FT,Data Analyst,USD,80000,US,100,US,S,80000
2023,EN,FT,Data Analyst,USD,55000,US,0,US,M,55000
2023,EN,FT,Data Analyst,USD,48000,US,0,US,M,48000
2023,SE,FT,Data Analyst,USD,95000,US,0,US,M,95000
2023,SE,FT,Data Analyst,USD,85000,US,0,US,M,85000
2023,SE,FT,Data Engineer,USD,137500,US,100,US,M,137500
2023,SE,FT,Data Engineer,USD,81500,US,100,US,M,81500
2023,SE,FT,Machine Learning Engineer,USD,323300,US,0,US,M,323300
2023,SE,FT,Machine Learning Engineer,USD,184700,US,0,US,M,184700
2021,MI,FT,AI Scientist,USD,30000,GH,0,GH,S,30000
2023,SE,FT,Machine Learning Engineer,USD,186000,US,100,US,M,186000
2023,SE,FT,Machine Learning Engineer,USD,153088,US,100,US,M,153088
2023,MI,FT,Data Infrastructure Engineer,USD,190000,US,100,US,M,190000
2023,MI,FT,Data Infrastructure Engineer,USD,160000,US,100,US,M,160000
2023,SE,FT,Machine Learning Engineer,USD,200000,US,100,US,M,200000
2023,SE,FT,Machine Learning Engineer,USD,150000,US,100,US,M,150000
2023,MI,FT,Data Infrastructure Engineer,USD,190000,US,0,US,M,190000
2023,MI,FT,Data Infrastructure Engineer,USD,183310,US,0,US,M,183310
2023,SE,FT,Machine Learning Engineer,USD,240000,US,100,US,M,240000
2023,SE,FT,Machine Learning Engineer,USD,180000,US,100,US,M,180000
2023,SE,FT,Machine Learning Engineer,USD,200000,US,100,US,M,200000
2023,SE,FT,Machine Learning Engineer,USD,150000,US,100,US,M,150000
2023,SE,FT,Data Science Manager,USD,299500,US,0,US,M,299500
2023,SE,FT,Data Science Manager,USD,245100,US,0,US,M,245100
2023,SE,FT,Data Engineer,USD,144000,US,100,US,M,144000
2023,SE,FT,Data Engineer,USD,66000,US,100,US,M,66000
2023,MI,FT,Machine Learning Engineer,USD,148500,US,0,US,M,148500
2023,MI,FT,Machine Learning Engineer,USD,126277,US,0,US,M,126277
2023,SE,FT,Data Architect,USD,228000,US,0,US,M,228000
2023,SE,FT,Data Architect,USD,120000,US,0,US,M,120000
2023,SE,FT,Machine Learning Software Engineer,USD,180000,US,0,US,M,180000
2023,SE,FT,Machine Learning Software Engineer,USD,90000,US,0,US,M,90000
2023,SE,FT,Data Scientist,USD,126500,US,0,US,M,126500
2023,SE,FT,Data Scientist,USD,78000,US,0,US,M,78000
2023,SE,FT,Data Engineer,USD,180000,US,0,US,M,180000
2023,SE,FT,Data Engineer,USD,160000,US,0,US,M,160000
2023,SE,FT,Machine Learning Software Engineer,USD,272000,US,0,US,M,272000
2023,SE,FT,Machine Learning Software Engineer,USD,170000,US,0,US,M,170000
2023,MI,FT,Data Analyst,USD,80000,US,0,US,M,80000
2023,MI,FT,Data Analyst,USD,60000,US,0,US,M,60000
2023,SE,FT,Data Engineer,USD,259000,US,100,US,M,259000
2023,SE,FT,Data Engineer,USD,146000,US,100,US,M,146000
2023,SE,FT,Data Engineer,USD,200000,US,0,US,M,200000
2023,SE,FT,Data Engineer,USD,160000,US,0,US,M,160000
2023,EX,FT,Data Engineer,USD,310000,US,100,US,M,310000
2023,EX,FT,Data Engineer,USD,239000,US,100,US,M,239000
2023,SE,FT,Data Analyst,USD,142000,US,100,US,M,142000
2023,SE,FT,Data Analyst,USD,95000,US,100,US,M,95000
2023,SE,FT,Data Scientist,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Scientist,USD,139500,US,0,US,M,139500
2023,MI,FT,Data Engineer,USD,140000,US,100,US,M,140000
2023,MI,FT,Data Engineer,USD,120000,US,100,US,M,120000
2023,SE,FT,Data Engineer,USD,259000,US,100,US,M,259000
2023,SE,FT,Data Engineer,USD,146000,US,100,US,M,146000
2023,MI,FT,Data Analyst,GBP,109371,HR,0,HR,M,90000
2023,MI,FT,Data Analyst,GBP,72914,HR,0,HR,M,60000
2023,EN,PT,Data Analyst,PLN,17779,PL,100,IN,L,78000
2023,EN,FT,Data Scientist,BRL,19522,BR,100,BR,L,101400
2023,SE,FT,Data Science Lead,USD,247500,US,0,US,M,247500
2023,SE,FT,Data Science Lead,USD,172200,US,0,US,M,172200
2023,SE,FT,Data Scientist,USD,225000,US,0,US,M,225000
2023,SE,FT,Data Scientist,USD,156400,US,0,US,M,156400
2023,SE,FT,Data Engineer,USD,139500,US,0,US,M,139500
2023,SE,FT,Data Engineer,USD,109400,US,0,US,M,109400
2023,MI,FT,Data Engineer,USD,125000,US,0,US,M,125000
2023,MI,FT,Data Engineer,USD,90000,US,0,US,M,90000
2023,SE,FT,Machine Learning Infrastructure Engineer,EUR,107309,FR,100,FR,M,100000
2023,SE,FT,Machine Learning Infrastructure Engineer,EUR,75116,FR,100,FR,M,70000
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,129300,US,0,US,M,129300
2023,SE,FT,Machine Learning Engineer,USD,139500,US,0,US,M,139500
2023,SE,FT,Machine Learning Engineer,USD,109400,US,0,US,M,109400
2023,SE,FT,Data Analyst,USD,120000,US,100,US,M,120000
2023,SE,FT,Data Analyst,USD,75000,US,100,US,M,75000
2023,SE,FT,Data Analyst,USD,169000,US,0,US,M,169000
2023,SE,FT,Data Analyst,USD,110600,US,0,US,M,110600
2023,SE,FT,Machine Learning Engineer,USD,288000,US,100,US,M,288000
2023,SE,FT,Machine Learning Engineer,USD,140000,US,100,US,M,140000
2023,SE,FT,Machine Learning Engineer,USD,288000,US,100,US,M,288000
2023,SE,FT,Machine Learning Engineer,USD,140000,US,100,US,M,140000
2023,MI,FT,Data Engineer,USD,120000,US,0,US,M,120000
2023,MI,FT,Data Engineer,USD,90000,US,0,US,M,90000
2023,MI,FT,Data Science Lead,GBP,72914,GB,0,GB,M,60000
2023,MI,FT,Data Science Lead,GBP,60761,GB,0,GB,M,50000
2023,SE,FT,Data Scientist,USD,215050,US,100,US,M,215050
2023,SE,FT,Data Scientist,USD,156400,US,100,US,M,156400
2023,SE,FT,Data Architect,USD,198000,US,100,US,M,198000
2023,SE,FT,Data Architect,USD,114000,US,100,US,M,114000
2023,EN,FT,Data Analyst,USD,75000,US,100,US,M,75000
2023,EN,FT,Data Analyst,USD,60000,US,100,US,M,60000
2023,SE,FT,Machine Learning Engineer,USD,204500,US,0,US,M,204500
2023,SE,FT,Machine Learning Engineer,USD,142200,US,0,US,M,142200
2023,SE,FT,Data Scientist,USD,209300,US,100,US,M,209300
2023,SE,FT,Data Scientist,USD,182200,US,100,US,M,182200
2023,SE,FT,Data Manager,USD,140000,US,0,US,M,140000
2023,SE,FT,Data Manager,USD,120000,US,0,US,M,120000
2022,EN,FT,Data Scientist,USD,85000,US,0,US,M,85000
2023,MI,FT,Machine Learning Engineer,GBP,48609,GB,100,GB,M,40000
2023,EN,FT,Research Engineer,USD,120000,GB,100,GB,M,120000
2023,EN,FT,Research Engineer,USD,60000,GB,100,GB,M,60000
2023,SE,FT,Machine Learning Engineer,USD,147100,US,0,US,M,147100
2023,SE,FT,Machine Learning Engineer,USD,90700,US,0,US,M,90700
2023,SE,FT,Data Engineer,USD,230000,US,0,US,M,230000
2023,SE,FT,Data Engineer,USD,170000,US,0,US,M,170000
2023,SE,FT,Data Analyst,USD,227000,US,0,US,M,227000
2023,SE,FT,Data Analyst,USD,108000,US,0,US,M,108000
2023,SE,FT,Data Engineer,USD,180000,US,100,US,M,180000
2023,SE,FT,Data Engineer,USD,160000,US,100,US,M,160000
2023,SE,FT,Data Architect,USD,180000,US,100,US,M,180000
2023,SE,FT,Data Architect,USD,160000,US,100,US,M,160000
2023,SE,FT,Data Engineer,USD,180000,US,0,US,M,180000
2023,SE,FT,Data Engineer,USD,130000,US,0,US,M,130000
2023,SE,FT,Data Analyst,EUR,55800,ES,100,ES,M,52000
2023,SE,FT,Data Analyst,EUR,51508,ES,100,ES,M,48000
2023,EN,FT,Data Analyst,USD,60000,US,100,US,L,60000
2023,EN,FT,Data Analyst,USD,50000,KW,50,US,L,50000
2023,SE,FT,Data Engineer,USD,226700,US,0,US,M,226700
2023,SE,FT,Data Engineer,USD,133300,US,0,US,M,133300
2023,SE,FT,Data Engineer,USD,252000,US,0,US,M,252000
2023,SE,FT,Data Engineer,USD,129000,US,0,US,M,129000
2023,SE,FT,Big Data Architect,GBP,151902,GB,100,GB,L,124999
2023,EN,FT,Data Scientist,INR,9727,IN,0,IN,L,800000
2023,SE,FT,Data Analyst,USD,80000,US,0,US,M,80000
2023,SE,FT,Data Analyst,USD,52500,US,0,US,M,52500
2023,SE,FT,Data Engineer,USD,250000,US,100,US,M,250000
2023,SE,FT,Data Engineer,USD,162500,US,100,US,M,162500
2023,EN,FT,Data Analyst,USD,85000,US,100,US,M,85000
2023,EN,FT,Data Analyst,USD,75000,US,100,US,M,75000
2023,SE,FT,Data Analyst,USD,153600,US,0,US,M,153600
2023,SE,FT,Data Analyst,USD,106800,US,0,US,M,106800
2023,MI,FT,Data Analyst,USD,165000,US,0,US,M,165000
2023,MI,FT,Data Analyst,USD,124000,US,0,US,M,124000
2023,SE,FT,Data Analyst,USD,115934,US,100,US,M,115934
2023,SE,FT,Data Analyst,USD,81666,US,100,US,M,81666
2023,SE,FT,Data Engineer,USD,167580,US,0,US,M,167580
2023,SE,FT,Data Engineer,USD,87980,US,0,US,M,87980
2023,SE,FT,Data Engineer,USD,250000,US,100,US,M,250000
2023,SE,FT,Data Engineer,USD,63000,US,100,US,M,63000
2023,SE,FT,Research Scientist,USD,253750,ES,0,ES,M,253750
2023,SE,FT,Research Scientist,USD,169200,ES,0,ES,M,169200
2023,SE,FT,Research Scientist,USD,253750,ES,0,ES,M,253750
2023,SE,FT,Research Scientist,USD,169200,ES,0,ES,M,169200
2023,MI,FT,Data Scientist,USD,170000,US,0,US,M,170000
2023,MI,FT,Data Scientist,USD,120000,US,0,US,M,120000
2023,SE,FT,Data Engineer,USD,124740,US,0,US,M,124740
2023,SE,FT,Data Engineer,USD,65488,US,0,US,M,65488
2023,SE,FT,Data Engineer,USD,213580,US,100,US,M,213580
2023,SE,FT,Data Engineer,USD,163625,US,100,US,M,163625
2023,EN,FT,Data Engineer,USD,12000,VN,0,VN,L,12000
2022,SE,FT,Machine Learning Software Engineer,USD,375000,US,100,US,M,375000
2023,SE,FT,Data Engineer,EUR,101943,IE,100,IE,M,95000
2023,MI,FT,Product Data Analyst,INR,16414,IN,100,IN,L,1350000
2023,SE,FT,Machine Learning Engineer,USD,220000,US,0,US,M,220000
2023,SE,FT,Machine Learning Engineer,USD,170000,US,0,US,M,170000
2023,EX,FT,Data Engineer,USD,235000,US,0,US,M,235000
2023,EX,FT,Data Engineer,USD,210000,US,0,US,M,210000
2023,SE,FT,Data Architect,USD,180000,US,100,US,M,180000
2023,SE,FT,Data Architect,USD,115000,US,100,US,M,115000
2023,SE,FT,Data Architect,USD,200000,US,100,US,M,200000
2023,SE,FT,Data Architect,USD,115000,US,100,US,M,115000
2023,SE,FT,Data Science Manager,USD,231250,US,100,US,M,231250
2023,SE,FT,Data Science Manager,USD,138750,US,100,US,M,138750
2023,SE,FT,Machine Learning Engineer,USD,284310,US,0,US,M,284310
2023,SE,FT,Machine Learning Engineer,USD,153090,US,0,US,M,153090
2023,SE,FT,Data Engineer,USD,160000,US,100,US,M,160000
2023,SE,FT,Data Engineer,USD,75000,US,100,US,M,75000
2023,MI,FT,Data Analyst,USD,125000,US,0,US,M,125000
2023,MI,FT,Data Analyst,USD,105000,US,0,US,M,105000
2023,MI,FT,Data Analyst,GBP,109371,GB,0,GB,M,90000
2023,MI,FT,Data Analyst,GBP,85066,GB,0,GB,M,70000
2023,EN,FT,Data Analyst,USD,55000,US,0,US,M,55000
2023,EN,FT,Data Analyst,USD,48000,US,0,US,M,48000
2023,EN,FT,Data Analyst,USD,100000,US,50,US,M,100000
2023,SE,FT,Data Science Lead,USD,225900,US,0,US,M,225900
2023,SE,FT,Data Science Lead,USD,156400,US,0,US,M,156400
2023,SE,FT,Data Engineer,USD,250000,US,100,US,M,250000
2023,SE,FT,Data Engineer,USD,162500,US,100,US,M,162500
2023,SE,FT,Machine Learning Engineer,USD,318300,US,100,US,M,318300
2023,SE,FT,Machine Learning Engineer,USD,188800,US,100,US,M,188800
2023,SE,FT,Data Analyst,USD,385000,US,0,US,M,385000
2023,SE,FT,Data Analyst,USD,60000,US,0,US,M,60000
2023,MI,FT,Data Analyst,USD,110000,US,100,US,M,110000
2023,MI,FT,Data Analyst,USD,95000,US,100,US,M,95000
2023,SE,FT,Data Scientist,USD,145000,US,100,US,M,145000
2023,SE,FT,Data Scientist,USD,135000,US,100,US,M,135000
2023,SE,FT,Data Analyst,USD,180180,US,0,US,M,180180
2023,SE,FT,Data Analyst,USD,106020,US,0,US,M,106020
2023,SE,FT,Data Analyst,USD,93919,US,100,US,M,93919
2023,SE,FT,Data Analyst,USD,51962,US,100,US,M,51962
2023,SE,FT,Data Engineer,USD,241871,US,0,US,M,241871
2023,SE,FT,Data Engineer,USD,133832,US,0,US,M,133832
2023,SE,FT,Data Scientist,USD,170000,US,100,US,M,170000
2023,SE,FT,Data Scientist,USD,90000,US,100,US,M,90000
2023,EX,FT,Data Engineer,USD,210914,US,100,US,M,210914
